base_variant,ci_metrics,delta_gaugan_biggan_r_acc,delta_gaugan_biggan_r_acc_ci_high,delta_gaugan_biggan_r_acc_ci_low,delta_mean_acc,delta_mean_acc_ci_high,delta_mean_acc_ci_low,delta_mean_ap,delta_mean_auc,delta_mean_f_acc,delta_mean_f_acc_ci_high,delta_mean_f_acc_ci_low,delta_mean_r_acc,delta_mean_r_acc_ci_high,delta_mean_r_acc_ci_low,delta_tail_f_acc,delta_tail_f_acc_ci_high,delta_tail_f_acc_ci_low,n_bootstrap,seed,variant
RZ0_full_native_tile,threshold_metrics_only,-1.0700000000000074,-0.8394940262099522,-1.31120901753146,1.7761696343534794,1.8652136488952016,1.6862359672864862,0.1705609865424833,0.18832523891514086,4.41012555657565,4.5570811892715195,4.265669109943583,-0.8577862878686631,-0.7718116276187654,-0.9473509306220148,10.043750000000003,10.32188699108388,9.767661544356894,1000,200,RZ1_whole_only_no_tile
RZ0_full_native_tile,threshold_metrics_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,200,RZ5_current_top1_tile
