generator,acc,ap,auc,f_acc,fnr,fpr,r_acc,variant,variant_name
coco_sdxl_nw,94.825,98.54465926910379,98.743475,97.39999999999999,2.6000000000000085,7.75,92.25,RP6_gamma_scale_0p00,Gamma scale 0.00
cyclegan,97.00984102952309,99.94383550474922,99.94160595653626,99.92429977289932,0.07570022710068258,5.904617713853142,94.09538228614686,RP6_gamma_scale_0p00,Gamma scale 0.00
gaugan,85.68,99.90993483542614,99.91423999999999,99.98,0.01999999999999602,28.620000000000005,71.38,RP6_gamma_scale_0p00,Gamma scale 0.00
progan,99.9625,99.99995624999062,99.99995625,99.97500000000001,0.024999999999991473,0.04999999999999716,99.95,RP6_gamma_scale_0p00,Gamma scale 0.00
stable_diffusion_v_1_4,75.25833333333334,90.0304744249018,90.08083194444444,54.48333333333333,45.51666666666667,3.9666666666666686,96.03333333333333,RP6_gamma_scale_0p00,Gamma scale 0.00
stable_diffusion_v_1_5,75.11250000000001,90.52488301368102,90.4996078125,54.125,45.875,3.9000000000000057,96.1,RP6_gamma_scale_0p00,Gamma scale 0.00
stargan,99.67483741870934,99.99952636816313,99.99952452464352,100.0,0.0,0.6503251625812823,99.34967483741872,RP6_gamma_scale_0p00,Gamma scale 0.00
stylegan,98.5812051410449,99.94682241828838,99.94584877928922,97.52962777499583,2.4703722250041693,0.3672174929060219,99.63278250709398,RP6_gamma_scale_0p00,Gamma scale 0.00
stylegan2,95.34927391086629,99.88811701425901,99.89152481852473,90.98647971957938,9.013520280420622,0.2879318978467751,99.71206810215322,RP6_gamma_scale_0p00,Gamma scale 0.00
whichfaceisreal,89.4,99.12389038415225,99.0864,99.5,0.5,20.700000000000003,79.3,RP6_gamma_scale_0p00,Gamma scale 0.00
wukong,75.925,90.80917442529467,90.76416666666667,55.766666666666666,44.233333333333334,3.9166666666666714,96.08333333333333,RP6_gamma_scale_0p00,Gamma scale 0.00
ADM,96.13333333333334,99.39530956427598,99.33014999999999,94.38333333333333,5.616666666666674,2.11666666666666,97.88333333333334,RP6_gamma_scale_0p50,Gamma scale 0.50
DALLE2,96.8,99.6383007566329,99.5868,98.0,2.0,4.400000000000006,95.6,RP6_gamma_scale_0p50,Gamma scale 0.50
Glide,98.15,99.77823540592028,99.78447916666666,98.48333333333333,1.5166666666666657,2.183333333333337,97.81666666666666,RP6_gamma_scale_0p50,Gamma scale 0.50
Midjourney,95.68333333333334,99.29500717101898,99.2675611111111,93.61666666666667,6.383333333333326,2.25,97.75,RP6_gamma_scale_0p50,Gamma scale 0.50
VQDM,93.23333333333333,98.93632511136087,98.89426666666667,88.51666666666667,11.483333333333334,2.049999999999997,97.95,RP6_gamma_scale_0p50,Gamma scale 0.50
biggan,90.75,99.51408151377706,99.480375,99.5,0.5,18.0,82.0,RP6_gamma_scale_0p50,Gamma scale 0.50
coco_sdxl_nw,97.7,99.8153919160119,99.825475,99.5,0.5,4.1000000000000085,95.89999999999999,RP6_gamma_scale_0p50,Gamma scale 0.50
cyclegan,97.1233913701741,99.93553837761658,99.93581812690934,99.92429977289932,0.07570022710068258,5.677517032551094,94.3224829674489,RP6_gamma_scale_0p50,Gamma scale 0.50
gaugan,84.13000000000001,99.83321282524096,99.850472,100.0,0.0,31.739999999999995,68.26,RP6_gamma_scale_0p50,Gamma scale 0.50
progan,99.9875,99.99998124999922,99.99998125,100.0,0.0,0.024999999999991473,99.97500000000001,RP6_gamma_scale_0p50,Gamma scale 0.50
stable_diffusion_v_1_4,87.36666666666667,97.09386501389852,97.02595555555556,76.73333333333333,23.266666666666666,2.0,98.0,RP6_gamma_scale_0p50,Gamma scale 0.50
