mean_acc,mean_ap,mean_auc,mean_f_acc,mean_fnr,mean_fpr,mean_r_acc
93.68311662657891,99.0721712133527,99.02038152655939,92.75570922500849,7.244290774991508,5.389475971850664,94.61052402814934
