generator,acc,ap,auc,f_acc,fnr,fpr,r_acc,variant,variant_name
Glide,98.39166666666667,99.84125611212347,99.83925277777777,98.53333333333333,1.4666666666666686,1.75,98.25,RZ2_resized512_tile,Resized-512 tile
Midjourney,96.475,99.49158383686691,99.42911666666666,94.85,5.150000000000006,1.9000000000000057,98.1,RZ2_resized512_tile,Resized-512 tile
VQDM,93.40833333333333,99.09107172136328,99.07457222222223,88.51666666666667,11.483333333333334,1.7000000000000028,98.3,RZ2_resized512_tile,Resized-512 tile
biggan,89.325,99.26910463215792,99.219925,99.3,0.7000000000000028,20.650000000000006,79.35,RZ2_resized512_tile,Resized-512 tile
coco_sdxl_nw,97.6,99.89671863099787,99.895975,99.6,0.4000000000000057,4.400000000000006,95.6,RZ2_resized512_tile,Resized-512 tile
cyclegan,96.63133989401969,99.83320476503484,99.83960262251718,100.0,0.0,6.737320211960636,93.26267978803936,RZ2_resized512_tile,Resized-512 tile
gaugan,82.82000000000001,99.50572055998389,99.577862,100.0,0.0,34.36,65.64,RZ2_resized512_tile,Resized-512 tile
progan,99.9875,99.99999375156212,99.99999375,100.0,0.0,0.024999999999991473,99.97500000000001,RZ2_resized512_tile,Resized-512 tile
stable_diffusion_v_1_4,92.56666666666666,98.64559237769353,98.60606388888888,87.01666666666667,12.983333333333334,1.88333333333334,98.11666666666666,RZ2_resized512_tile,Resized-512 tile
stable_diffusion_v_1_5,92.90625,98.81717041062986,98.7036234375,87.625,12.375,1.8125,98.1875,RZ2_resized512_tile,Resized-512 tile
stargan,99.87493746873437,100.0,100.0,100.0,0.0,0.25012506253126787,99.74987493746873,RZ2_resized512_tile,Resized-512 tile
stylegan,99.34902353530295,99.99820918120315,99.99820294621536,98.71473877482892,1.2852612251710838,0.01669170422300681,99.983308295777,RZ2_resized512_tile,Resized-512 tile
stylegan2,98.87956935403105,99.99538312252699,99.99535795932256,97.78417626439659,2.215823735603408,0.025037556334510214,99.97496244366549,RZ2_resized512_tile,Resized-512 tile
whichfaceisreal,82.45,94.50930972546956,93.61540000000001,90.5,9.5,25.599999999999994,74.4,RZ2_resized512_tile,Resized-512 tile
wukong,87.64166666666667,97.52523789182212,97.41028888888889,77.13333333333333,22.866666666666674,1.8499999999999943,98.15,RZ2_resized512_tile,Resized-512 tile
ADM,96.55,99.61726954201094,99.58588055555555,94.55,5.450000000000003,1.4499999999999886,98.55000000000001,RZ3_center_crop_tile,Center crop tile
DALLE2,98.4,99.88977391774083,99.87610000000001,98.8,1.2000000000000028,2.0,98.0,RZ3_center_crop_tile,Center crop tile
Glide,98.56666666666666,99.87476677030256,99.87325277777778,98.53333333333333,1.4666666666666686,1.4000000000000057,98.6,RZ3_center_crop_tile,Center crop tile
Midjourney,93.75833333333333,98.89974369460846,98.73730833333333,88.86666666666667,11.133333333333326,1.3499999999999943,98.65,RZ3_center_crop_tile,Center crop tile
VQDM,93.60000000000001,99.30313712089087,99.29698611111111,88.51666666666667,11.483333333333334,1.3166666666666629,98.68333333333334,RZ3_center_crop_tile,Center crop tile
biggan,89.325,99.26910463215792,99.219925,99.3,0.7000000000000028,20.650000000000006,79.35,RZ3_center_crop_tile,Center crop tile
coco_sdxl_nw,98.3,99.90361715927133,99.90205,99.1,0.9000000000000057,2.5,97.5,RZ3_center_crop_tile,Center crop tile
cyclegan,96.63133989401969,99.83320476503484,99.83960262251718,100.0,0.0,6.737320211960636,93.26267978803936,RZ3_center_crop_tile,Center crop tile
gaugan,82.82000000000001,99.50572055998389,99.577862,100.0,0.0,34.36,65.64,RZ3_center_crop_tile,Center crop tile
