generator,acc,alpha_high_neg,alpha_high_neg_guard,alpha_high_pos,alpha_low_neg,alpha_low_pos,anchor_distance,ap,auc,beta,description,f_acc,family,fnr,fpr,gamma,parameter,r_acc,residual_scale,selection_data,semantic_neg_scale,semantic_pos_scale,target_labels_used_for_selection,threshold,tile_scale,value,variant
DALLE2,97.8,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.83032622408922,99.81,0.25,Low-resolution semantic positive alpha.,98.8,one_factor_alpha_split,1.2000000000000028,3.200000000000003,0.21,alpha_low_pos_scale,96.8,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
Glide,98.32499999999999,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.84096846267357,99.83533333333334,0.25,Low-resolution semantic positive alpha.,98.55000000000001,one_factor_alpha_split,1.4499999999999886,1.9000000000000057,0.21,alpha_low_pos_scale,98.1,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
Midjourney,97.16666666666667,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.61253948495083,99.58700277777778,0.25,Low-resolution semantic positive alpha.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,1.9000000000000057,0.21,alpha_low_pos_scale,98.1,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
VQDM,93.39166666666667,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.06592095553476,99.05607916666666,0.25,Low-resolution semantic positive alpha.,88.6,one_factor_alpha_split,11.400000000000006,1.8166666666666629,0.21,alpha_low_pos_scale,98.18333333333334,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
biggan,89.35,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.33957259720216,99.28694999999999,0.25,Low-resolution semantic positive alpha.,99.4,one_factor_alpha_split,0.5999999999999943,20.700000000000003,0.21,alpha_low_pos_scale,79.3,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
coco_sdxl_nw,98.175,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.91885654228524,99.920475,0.25,Low-resolution semantic positive alpha.,99.7,one_factor_alpha_split,0.29999999999999716,3.3499999999999943,0.21,alpha_low_pos_scale,96.65,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
cyclegan,96.63133989401969,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.88074977154689,99.88321191307253,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_low_pos_scale,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
gaugan,82.78,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.73612571758463,99.770766,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,34.44,0.21,alpha_low_pos_scale,65.56,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
progan,99.9875,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.99999375156212,99.99999375,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_low_pos_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
stable_diffusion_v_1_4,92.55833333333334,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,98.56170409371396,98.55154444444445,0.25,Low-resolution semantic positive alpha.,87.01666666666667,one_factor_alpha_split,12.983333333333334,1.9000000000000057,0.21,alpha_low_pos_scale,98.1,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
stable_diffusion_v_1_5,92.84375,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,98.7364725927132,98.64281953125,0.25,Low-resolution semantic positive alpha.,87.64999999999999,one_factor_alpha_split,12.350000000000009,1.9625000000000057,0.21,alpha_low_pos_scale,98.0375,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,100.0,100.0,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_low_pos_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
stylegan,99.37406109163746,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.9980505087474,99.99804413681113,0.25,Low-resolution semantic positive alpha.,98.76481388749792,one_factor_alpha_split,1.2351861125020775,0.01669170422300681,0.21,alpha_low_pos_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
stylegan2,98.92338507761642,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.9949816357873,99.99496302540942,0.25,Low-resolution semantic positive alpha.,97.87180771156734,one_factor_alpha_split,2.1281922884326576,0.025037556334510214,0.21,alpha_low_pos_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,97.45436924756699,97.0824,0.25,Low-resolution semantic positive alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_pos_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
wukong,87.58333333333333,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,97.44606708466125,97.3468,0.25,Low-resolution semantic positive alpha.,77.23333333333333,one_factor_alpha_split,22.766666666666666,2.066666666666677,0.21,alpha_low_pos_scale,97.93333333333332,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
ADM,96.35000000000001,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.48560562716645,99.44570277777778,0.25,Low-resolution semantic positive alpha.,94.69999999999999,one_factor_alpha_split,5.300000000000011,2.0,0.21,alpha_low_pos_scale,98.0,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
DALLE2,97.65,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.79312780951736,99.7737,0.25,Low-resolution semantic positive alpha.,98.8,one_factor_alpha_split,1.2000000000000028,3.5,0.21,alpha_low_pos_scale,96.5,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
Glide,98.3,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.83329113150022,99.82784166666666,0.25,Low-resolution semantic positive alpha.,98.55000000000001,one_factor_alpha_split,1.4499999999999886,1.9500000000000028,0.21,alpha_low_pos_scale,98.05,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
Midjourney,97.10833333333333,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.58490251363146,99.56324722222222,0.25,Low-resolution semantic positive alpha.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,2.0166666666666657,0.21,alpha_low_pos_scale,97.98333333333333,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
VQDM,93.38333333333333,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.04348033625999,99.03681666666667,0.25,Low-resolution semantic positive alpha.,88.68333333333334,one_factor_alpha_split,11.316666666666663,1.9166666666666714,0.21,alpha_low_pos_scale,98.08333333333333,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
biggan,89.325,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.37824963916765,99.32475,0.25,Low-resolution semantic positive alpha.,99.45,one_factor_alpha_split,0.5499999999999972,20.799999999999997,0.21,alpha_low_pos_scale,79.2,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
coco_sdxl_nw,98.02499999999999,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.88223850845176,99.8883,0.25,Low-resolution semantic positive alpha.,99.7,one_factor_alpha_split,0.29999999999999716,3.6499999999999915,0.21,alpha_low_pos_scale,96.35000000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
cyclegan,96.59348978046934,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.90390051788606,99.90527443194745,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,6.813020439061319,0.21,alpha_low_pos_scale,93.18697956093868,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
gaugan,82.71,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.83367474848099,99.851956,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,34.58,0.21,alpha_low_pos_scale,65.42,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
progan,99.9875,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.99999375156212,99.99999375,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_low_pos_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
stable_diffusion_v_1_4,92.525,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,98.48977926039706,98.50719166666667,0.25,Low-resolution semantic positive alpha.,87.05000000000001,one_factor_alpha_split,12.949999999999989,2.0,0.21,alpha_low_pos_scale,98.0,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
stable_diffusion_v_1_5,92.825,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,98.6710122360702,98.59740624999999,0.25,Low-resolution semantic positive alpha.,87.6875,one_factor_alpha_split,12.3125,2.0375000000000085,0.21,alpha_low_pos_scale,97.96249999999999,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
stargan,99.84992496248124,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,100.0,100.0,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.30015007503752145,0.21,alpha_low_pos_scale,99.69984992496248,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
stylegan,99.39909864797197,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.99786861302339,99.99786303836771,0.25,Low-resolution semantic positive alpha.,98.83158070438992,one_factor_alpha_split,1.1684192956100787,0.03338340844599941,0.21,alpha_low_pos_scale,99.966616591554,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
stylegan2,98.93590385578368,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,99.99445300960484,99.99444428284892,0.25,Low-resolution semantic positive alpha.,97.89684526790185,one_factor_alpha_split,2.1031547320981474,0.025037556334510214,0.21,alpha_low_pos_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,97.45436924756699,97.0824,0.25,Low-resolution semantic positive alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_pos_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
wukong,87.60833333333333,0.0,0.25,0.4,0.1875,0.44999999999999996,0.4999999999999999,97.38160776408351,97.3000111111111,0.25,Low-resolution semantic positive alpha.,77.38333333333334,one_factor_alpha_split,22.61666666666666,2.166666666666657,0.21,alpha_low_pos_scale,97.83333333333334,1.0,none,1.0,1.0,False,0.5,1.0,1.5,AS0_alpha_low_pos_scale_1p50
ADM,95.8,0.0,0.25,0.4,0.0,0.3,1.0,99.36896081513346,99.27908055555555,0.25,Low-resolution semantic negative alpha.,97.81666666666666,one_factor_alpha_split,2.183333333333337,6.216666666666669,0.21,alpha_low_neg_scale,93.78333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
DALLE2,97.15,0.0,0.25,0.4,0.0,0.3,1.0,99.96095515178854,99.95739999999999,0.25,Low-resolution semantic negative alpha.,99.7,one_factor_alpha_split,0.29999999999999716,5.400000000000006,0.21,alpha_low_neg_scale,94.6,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
Glide,96.58333333333333,0.0,0.25,0.4,0.0,0.3,1.0,99.85429652284556,99.85309444444445,0.25,Low-resolution semantic negative alpha.,99.53333333333333,one_factor_alpha_split,0.46666666666666856,6.36666666666666,0.21,alpha_low_neg_scale,93.63333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
Midjourney,95.18333333333334,0.0,0.25,0.4,0.0,0.3,1.0,99.09864350806453,98.92755833333334,0.25,Low-resolution semantic negative alpha.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,5.86666666666666,0.21,alpha_low_neg_scale,94.13333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
VQDM,95.0,0.0,0.25,0.4,0.0,0.3,1.0,99.09544790529847,99.0993125,0.25,Low-resolution semantic negative alpha.,96.03333333333333,one_factor_alpha_split,3.9666666666666686,6.033333333333331,0.21,alpha_low_neg_scale,93.96666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
biggan,78.175,0.0,0.25,0.4,0.0,0.3,1.0,98.55682493062704,98.377425,0.25,Low-resolution semantic negative alpha.,99.7,one_factor_alpha_split,0.29999999999999716,43.35,0.21,alpha_low_neg_scale,56.65,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
coco_sdxl_nw,96.8,0.0,0.25,0.4,0.0,0.3,1.0,99.89994773263827,99.8946625,0.25,Low-resolution semantic negative alpha.,99.7,one_factor_alpha_split,0.29999999999999716,6.1000000000000085,0.21,alpha_low_neg_scale,93.89999999999999,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
cyclegan,90.04542013626042,0.0,0.25,0.4,0.0,0.3,1.0,99.58421377873317,99.60510956476094,0.25,Low-resolution semantic negative alpha.,100.0,one_factor_alpha_split,0.0,19.909159727479192,0.21,alpha_low_neg_scale,80.09084027252081,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
gaugan,70.25,0.0,0.25,0.4,0.0,0.3,1.0,99.17510063972564,99.22637800000001,0.25,Low-resolution semantic negative alpha.,100.0,one_factor_alpha_split,0.0,59.5,0.21,alpha_low_neg_scale,40.5,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
progan,99.575,0.0,0.25,0.4,0.0,0.3,1.0,99.99985082183693,99.99985,0.25,Low-resolution semantic negative alpha.,100.0,one_factor_alpha_split,0.0,0.8499999999999943,0.21,alpha_low_neg_scale,99.15,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
stable_diffusion_v_1_4,94.95833333333333,0.0,0.25,0.4,0.0,0.3,1.0,99.04697593720529,99.03184444444445,0.25,Low-resolution semantic negative alpha.,96.03333333333333,one_factor_alpha_split,3.9666666666666686,6.116666666666674,0.21,alpha_low_neg_scale,93.88333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
stable_diffusion_v_1_5,95.28125,0.0,0.25,0.4,0.0,0.3,1.0,99.2099735394299,99.11666015625,0.25,Low-resolution semantic negative alpha.,96.4375,one_factor_alpha_split,3.5625,5.875,0.21,alpha_low_neg_scale,94.125,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
stargan,99.69984992496248,0.0,0.25,0.4,0.0,0.3,1.0,100.0,100.0,0.25,Low-resolution semantic negative alpha.,100.0,one_factor_alpha_split,0.0,0.6003001500750429,0.21,alpha_low_neg_scale,99.39969984992496,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
stylegan,99.53263228175598,0.0,0.25,0.4,0.0,0.3,1.0,99.99156038086696,99.99127941341712,0.25,Low-resolution semantic negative alpha.,99.48255716908696,one_factor_alpha_split,0.5174428309130406,0.4172926055750281,0.21,alpha_low_neg_scale,99.58270739442497,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
stylegan2,99.1111667501252,0.0,0.25,0.4,0.0,0.3,1.0,99.97491015044056,99.97439825236101,0.25,Low-resolution semantic negative alpha.,98.76064096144216,one_factor_alpha_split,1.2393590385578364,0.538307461191792,0.21,alpha_low_neg_scale,99.46169253880821,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
whichfaceisreal,90.2,0.0,0.25,0.4,0.0,0.3,1.0,97.45436924756699,97.0824,0.25,Low-resolution semantic negative alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_neg_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
wukong,91.41666666666667,0.0,0.25,0.4,0.0,0.3,1.0,97.6450512003878,97.49975555555555,0.25,Low-resolution semantic negative alpha.,88.9,one_factor_alpha_split,11.099999999999994,6.066666666666663,0.21,alpha_low_neg_scale,93.93333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS1_alpha_low_neg_scale_0p00
ADM,96.55,0.0,0.25,0.4,0.046875,0.3,0.75,99.46200229113373,99.39218333333332,0.25,Low-resolution semantic negative alpha.,97.11666666666666,one_factor_alpha_split,2.88333333333334,4.016666666666666,0.21,alpha_low_neg_scale,95.98333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
DALLE2,98.1,0.0,0.25,0.4,0.046875,0.3,0.75,99.94986527074282,99.945,0.25,Low-resolution semantic negative alpha.,99.6,one_factor_alpha_split,0.4000000000000057,3.4000000000000057,0.21,alpha_low_neg_scale,96.6,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
Glide,97.6,0.0,0.25,0.4,0.046875,0.3,0.75,99.86640490771099,99.86593333333333,0.25,Low-resolution semantic negative alpha.,99.35000000000001,one_factor_alpha_split,0.6499999999999915,4.1499999999999915,0.21,alpha_low_neg_scale,95.85000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
Midjourney,96.38333333333333,0.0,0.25,0.4,0.046875,0.3,0.75,99.32670002388654,99.21404722222222,0.25,Low-resolution semantic negative alpha.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,3.4666666666666686,0.21,alpha_low_neg_scale,96.53333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
VQDM,95.31666666666668,0.0,0.25,0.4,0.046875,0.3,0.75,99.20629981548981,99.2159,0.25,Low-resolution semantic negative alpha.,94.26666666666667,one_factor_alpha_split,5.733333333333334,3.6333333333333258,0.21,alpha_low_neg_scale,96.36666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
biggan,81.27499999999999,0.0,0.25,0.4,0.046875,0.3,0.75,98.82883567613409,98.702425,0.25,Low-resolution semantic negative alpha.,99.65,one_factor_alpha_split,0.3499999999999943,37.1,0.21,alpha_low_neg_scale,62.9,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
coco_sdxl_nw,97.575,0.0,0.25,0.4,0.046875,0.3,0.75,99.91856044159424,99.9158125,0.25,Low-resolution semantic negative alpha.,99.7,one_factor_alpha_split,0.29999999999999716,4.549999999999997,0.21,alpha_low_neg_scale,95.45,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
cyclegan,92.65707797123392,0.0,0.25,0.4,0.046875,0.3,0.75,99.69012840984243,99.7044768575638,0.25,Low-resolution semantic negative alpha.,100.0,one_factor_alpha_split,0.0,14.685844057532165,0.21,alpha_low_neg_scale,85.31415594246783,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
gaugan,73.76,0.0,0.25,0.4,0.046875,0.3,0.75,99.32008798992885,99.38057,0.25,Low-resolution semantic negative alpha.,100.0,one_factor_alpha_split,0.0,52.48,0.21,alpha_low_neg_scale,47.52,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
progan,99.925,0.0,0.25,0.4,0.046875,0.3,0.75,99.99997502497503,99.99997499999999,0.25,Low-resolution semantic negative alpha.,100.0,one_factor_alpha_split,0.0,0.14999999999999147,0.21,alpha_low_neg_scale,99.85000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
stable_diffusion_v_1_4,95.29166666666666,0.0,0.25,0.4,0.046875,0.3,0.75,99.03916350769924,99.028775,0.25,Low-resolution semantic negative alpha.,94.43333333333334,one_factor_alpha_split,5.566666666666663,3.8499999999999943,0.21,alpha_low_neg_scale,96.15,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
stable_diffusion_v_1_5,95.51875,0.0,0.25,0.4,0.046875,0.3,0.75,99.19527369530631,99.10668359375,0.25,Low-resolution semantic negative alpha.,94.7625,one_factor_alpha_split,5.237499999999997,3.7249999999999943,0.21,alpha_low_neg_scale,96.275,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
stargan,99.74987493746873,0.0,0.25,0.4,0.046875,0.3,0.75,100.0,100.0,0.25,Low-resolution semantic negative alpha.,100.0,one_factor_alpha_split,0.0,0.5002501250625357,0.21,alpha_low_neg_scale,99.49974987493746,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
stylegan,99.61609080287097,0.0,0.25,0.4,0.046875,0.3,0.75,99.99599983598412,99.99592110582833,0.25,Low-resolution semantic negative alpha.,99.34902353530295,one_factor_alpha_split,0.6509764646970524,0.11684192956100503,0.21,alpha_low_neg_scale,99.883158070439,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
stylegan2,99.1862794191287,0.0,0.25,0.4,0.046875,0.3,0.75,99.9877845216726,99.98761443366853,0.25,Low-resolution semantic negative alpha.,98.53530295443164,one_factor_alpha_split,1.4646970455683572,0.16274411617426665,0.21,alpha_low_neg_scale,99.83725588382573,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
whichfaceisreal,90.2,0.0,0.25,0.4,0.046875,0.3,0.75,97.45436924756699,97.0824,0.25,Low-resolution semantic negative alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_neg_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
wukong,91.25,0.0,0.25,0.4,0.046875,0.3,0.75,97.80092998912724,97.68416388888889,0.25,Low-resolution semantic negative alpha.,86.4,one_factor_alpha_split,13.599999999999994,3.9000000000000057,0.21,alpha_low_neg_scale,96.1,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS1_alpha_low_neg_scale_0p25
ADM,96.75833333333334,0.0,0.25,0.4,0.09375,0.3,0.5,99.50863612190369,99.45261666666667,0.25,Low-resolution semantic negative alpha.,96.36666666666667,one_factor_alpha_split,3.6333333333333258,2.8499999999999943,0.21,alpha_low_neg_scale,97.15,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS1_alpha_low_neg_scale_0p50
DALLE2,98.5,0.0,0.25,0.4,0.09375,0.3,0.5,99.93013659533655,99.92259999999999,0.25,Low-resolution semantic negative alpha.,99.6,one_factor_alpha_split,0.4000000000000057,2.6000000000000085,0.21,alpha_low_neg_scale,97.39999999999999,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS1_alpha_low_neg_scale_0p50
Glide,98.19166666666666,0.0,0.25,0.4,0.09375,0.3,0.5,99.86663012321905,99.86557499999999,0.25,Low-resolution semantic negative alpha.,99.06666666666666,one_factor_alpha_split,0.9333333333333371,2.683333333333337,0.21,alpha_low_neg_scale,97.31666666666666,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS1_alpha_low_neg_scale_0p50
