mean_acc,mean_ap,mean_auc,mean_f_acc,mean_fnr,mean_fpr,mean_r_acc,variant,variant_name
84.20297721547892,91.30235313984201,92.07261293477694,83.03543494566031,16.964565054339673,14.629480514702442,85.37051948529756,A0_whole_artifact,Whole artifact only
85.62137668731178,93.37480368617967,93.80101534297384,92.6861420608484,7.313857939151596,21.44338868622484,78.55661131377515,A1_artifact,Artifact only
78.72575509791541,87.95370200256734,88.14263081974616,62.74831405966978,37.25168594033022,5.296803863838952,94.70319613616104,A2_semantic,Semantic only
88.98813648949127,93.48937795920492,94.1510942799561,86.99017164933771,13.009828350662284,9.013898670355157,90.98610132964484,A3_residual,Residual only
84.06152147043194,94.15879292951414,94.10076238612704,71.49866790024879,28.501332099751206,3.3756249593849152,96.62437504061509,A4_no_artifact,No artifact
91.62103555652882,95.98479845790237,96.30190165569286,94.07588913630127,5.9241108636987345,10.833818023243607,89.16618197675639,A5_no_semantic,No semantic
90.61638181373394,97.51369843291516,97.5413422272774,87.99825925102792,12.001740748972088,6.765495623560034,93.23450437643997,A6_no_residual,No residual
93.0468864589066,99.17358229030302,99.11459424151792,90.54299689671213,9.457003103287875,4.449223978898944,95.55077602110104,A7_no_tile,No tile
94.82305609326008,99.3441432768455,99.30291948043306,94.95312245328778,5.046877546712226,5.307010266767613,94.69298973323238,A8_full,Full FreqPRISM
